asteroid_Id,relative velocity,close approach: Earth miss distance
2138893,17.1713267438,64.71671553724111
2386504,17.1073616275,31.780410670129964
3607823,22.4017287306,49.369182736271995
3636861,21.3341866669,26.46324392765735
3638335,8.6677101656,71.07072943882694
3829425,11.4459380794,33.852034972709646
3831475,15.6242633551,15.884428575915463
54196397,4.9970419191,43.15250208787186
54200468,16.3968608372,23.214702125269852
54201824,17.717946631,0.042385624346248
54202334,14.9151376933,2.229681887248823
54204646,1.431484125,35.35874247291115
54204656,6.6990842925,4.694689766046023
2264357,7.2655861504,58.33075620729973
2365424,18.8191021732,56.111399759515535
2503871,23.8621572082,65.57702456873432
2537342,18.0927915044,38.74480503445462
3014184,10.8166406798,4.065387072645154
3288934,4.5285167201,32.86605010205048
3386134,23.8648217876,52.59402078607756
3602702,21.375184255,19.678893517036155
3761267,16.5650219744,67.03258348007817
3799312,12.0817459072,65.52720307754122
3831202,10.9870442163,27.431009333568362
54076927,27.5099223666,65.13951983840133
54195890,9.654957856,1.930490455667479
54199807,9.0694555563,2.309188667217723
54201817,6.9499715115,18.227824591283127
54202344,12.7958971298,7.216745371387957
54202993,10.0384640277,39.96602199407916
54203033,13.3615040483,10.713770731824154
54204649,6.2277126622,0.381267899042595
54204650,11.5077731697,0.753028284974784
54204651,8.4681188169,1.5874223577695972
54204653,13.719563177,4.674848196633675
54206540,8.4671600079,2.8732297236649154
54206546,10.7189679326,4.3251107863346006
54215643,6.6589128873,6.346235889450503
54216377,7.4516579958,31.24557256900611
2162694,21.9362699285,54.23877642280615
2363027,13.9025172577,28.075549542414883
3729141,20.7275908032,4.113097678053413
3753621,13.9654664513,60.78958654677379
3774099,8.2202492339,38.52294955319082
3775206,15.9679083407,41.669435479227296
3837881,11.3726841132,47.17434344956827
3872646,11.1678141098,48.543012193029156
54017662,8.8269592797,16.137004937210133
54137802,14.1863413855,73.45185794151301
54144234,8.5051256899,63.071301011653894
54185580,1.0102583162,9.513357794468392
54200440,6.6188559724,2.2010319354117263
54201813,10.0999553333,12.802549990628645
54202995,17.8362195729,0.48769855566474496
54204648,21.6078928524,4.7497822334700714
54206543,6.6201407865,4.536785085359811
54208045,11.5633513552,2.340227323044045
54208623,12.767350365,7.389914689613656
54209295,9.3271281602,0.915568614697834
54209297,9.9078941766,6.639375802954395
54209298,11.0266953052,8.870841420406162
54210929,1.2811730526,46.321015731793935
54215212,4.15858126,34.2404947743927
3036044,20.3412758261,55.07689391178633
3732894,11.0014554397,70.53154236306455
3831166,16.0847362409,61.618687637490986
3869331,7.0151371424,7.786134446969141
54016461,6.1553183726,22.140449873776713
54016667,15.6179315277,38.80988891921917
54185140,5.9170441217,8.347821236856781
54193831,5.1474538837,25.528836243753396
54200293,4.15733971,42.18610087989716
54200438,12.3891107458,11.483725357558809
54206544,10.1284424204,3.211694216389713
54208624,12.2010737454,5.000266049678754
54209300,2.5270553639,31.890053716613558
54210295,4.6356841597,3.219052696258421
2533372,24.4163146261,24.73660110965242
3789115,23.549126077,38.54497912609
3799247,10.6665320875,29.041486039566216
3989315,31.6809901648,53.467475580799146
54145576,23.1225604497,72.25821237796224
54190789,8.0393985202,20.97989736368139
54203037,5.2785480949,6.384262650738987
54203013,4.147060281,2.71660561570569
54204654,17.032767777,43.014579523796854
54208039,15.416869922,3.781525817430143
2100004,27.009525564,60.74100351650727
2283460,3.1683121631,41.17246441374613
2308635,9.0479611684,36.92735014592745
3120889,10.1735256485,41.625668139034154
3350633,27.3670395112,67.95937515138021
3617387,17.3786914768,50.176809217308346
3662633,19.7060135699,57.113600440891226
3745996,19.5691276347,36.7410995860347
3759288,5.1984294137,15.121748550523806
3785769,11.7558987451,18.107207628488027
3827354,19.3625301728,58.861535389095174
3873144,2.3966859078,33.72560119593533
3873208,19.4378954381,74.28820531369642
54145460,4.2422456234,18.051548304814972
54200437,13.66183742,0.8747248955976761
54202336,11.0095057793,0.292837651007556
54202992,10.2516760991,0.161202012218243
54205437,12.0897207453,2.452350432936074
54205441,16.1365661642,8.803737021930038
54207047,9.8006004569,4.0284541111429615
2494710,13.9156882109,62.01639749435018
2519354,15.049115281,55.80352910831041
3070801,7.0067776891,34.09654206977588
3608823,7.7716017231,29.906590520541
54131529,5.996296268,31.468394811545
54194969,19.8167618871,53.0156497865319
54200306,8.8820688193,2.612467441722781
54201810,8.0577288288,2.636025097024865
54202330,5.1281646837,6.52667801284476
54207056,12.7112926501,2.758677997071945
54207058,6.8175141656,1.410036743256245
2408982,27.2092371851,51.332725360297054
3136727,4.9760710592,30.596240321509452
3154520,14.4225100391,51.70496798992298
3256323,4.8500926989,71.69923426694795
3429684,7.8626886855,22.39063328250265
3430490,12.3885076504,14.038381689766032
3648538,8.7656211388,12.508250798350762
3840693,18.2083865118,35.356487449578566
3842680,21.7134423222,66.59985497590044
3893382,8.7467770672,53.934615604299786
3991547,9.5079848162,29.698283998684797
54054609,16.8415206109,56.7681247896725
54143417,9.9364224891,61.077560531671054
54189957,9.9427478415,12.542258777419352
54193837,10.156302837,11.170473132417444
54196755,4.6033265859,34.37730268473833
54200005,4.2740794771,3.3135036152901187
54201811,14.2054221794,0.683825581894679
54202997,6.8428305804,6.042232851817627
54202342,15.3897867055,19.134966118607267
54202998,9.953599464,7.037808726158445
54203701,7.8843008599,0.752340374129376
54203700,10.2692980624,1.3117095040562552
54203710,5.4019777765,5.695834316379083
54203711,18.6985900586,21.618252972185307
54205440,7.9049739267,0.955246338079638
54206547,7.8868761027,46.497805393272564
54208621,13.0626998269,3.4949413125092263
54208628,6.6998158737,11.23092171222025
54215198,20.3264658754,37.61531963370049
2085770,16.418454716,49.15008218954296
2230111,14.5943018388,72.04036767543228
2474585,25.9032226766,68.92605292093717
3368864,19.5581630325,30.71851613020562
3612845,18.902877818,54.86027182776852
3781579,4.7591106071,44.5079413680961
3805271,20.1550182139,46.13532881179598
3839564,14.7938439929,32.173169555561934
54194324,8.7508637208,7.622821174971374
54195891,7.7513550972,29.248515638883454
54202343,5.3619633629,1.203016793001622
54202991,17.0710684342,0.374784028161055
54203031,3.3112610156,35.95166155810805
54203035,4.80332951,21.495893957153843
54203038,9.7134147214,4.968567353090205
54206539,11.0883353571,2.49242737319376
54208044,14.6403132849,0.6445903989319091
54214054,0.8927927142,73.43549763421386
3565392,9.2011432434,70.45314389387532
3685816,24.3794027449,56.95771775493551
3752011,17.6999490821,44.310307442521655
3837986,6.7434764723,65.90117273977735
3856729,15.6089072172,71.01325176800384
3869320,6.555282883,6.239170563864878
3879168,8.1641418504,22.218609315489246
54191343,7.0919175508,5.912396665967396
54196396,3.4244081313,46.88513734669412
54201460,5.0860649337,9.459160012065666
54203014,5.1551526869,3.887580115730947
54205438,5.2614431542,3.673564834437041
54207053,13.5877848401,16.196082931247574
54208040,21.4479093373,14.985383330195083
54208619,10.2840987771,0.136056345606535
54208627,14.0475013727,35.809313245767605
54209218,9.4612347461,4.480346611100438
54209294,13.5327673711,0.053535482712662
54209483,12.517334439,0.31493216434210497
54210566,11.6056916501,13.1155713862566
54212933,11.0832762716,46.43784023898667
54214058,12.2667645162,54.75076784746487
3177232,17.192818557,71.62081817512966
3471974,11.7077952004,49.07010592657864
3635072,16.6031522896,58.168239140045465
3742056,24.546606332,49.04371693710957
3748335,19.8062210703,49.16310345742392
3843777,4.9869041715,18.593775942325347
54055074,25.3830616466,46.692539573574074
54055076,9.4389781249,17.58006566458526
54075978,29.352913833,42.51076689892698
54175297,9.7431102251,16.744727943386273
54184711,3.5492909983,31.12202272500987
54200006,3.3841937768,2.38926513083537
54202341,3.6176243915,2.879836324639003
54207046,8.594170957,3.988066680506091
54208043,8.4146039895,6.487333578557529
54208626,11.6001160278,7.784932652480496
54209216,10.8678010731,0.026918565928864997
54209492,3.9319502806,5.282247009265735
54211501,26.7458179637,12.601696554334143
54212683,24.5761972156,62.4943448270145
54213628,9.803186855,28.1945732729347
2286079,19.9045515947,22.677469022086445
2302156,17.7255088516,74.4404625999912
2471108,11.0105152815,62.35457748184581
3388395,20.4041164029,64.66230424875832
3760954,14.6808631718,50.45608727249973
3781723,3.3323585426,47.183414884887625
54106629,7.7687075818,66.26842895824065
54178156,16.2302427773,31.279216606376565
54184280,10.4726532982,30.617281800477283
54192181,6.7562883895,22.165319352800832
54197592,14.5051434127,73.49706795868508
54201459,13.7732573137,15.557987084485122
54203011,12.609653797,29.749765921516396
54202996,4.1729661956,1.436508026513597
54206542,13.7185654071,6.215349601351807
54208041,6.4514005359,5.84150585564285
54208042,20.9469024151,7.277017395784591
54209296,7.5959315987,4.486978030361159
54214056,24.3301263888,24.028365314194527
54216374,23.949295099,19.970930714720705
3092390,17.917362071,48.658232921296765
3428531,15.6778931863,38.21231060836112
3673167,5.753934101,24.287902733656463
3836100,11.3167982171,31.0435963558179
3873141,16.2605280166,53.32235541440484
3879314,20.9485820425,41.45842807254676
54076013,20.12913385,57.1411519105287
54110078,5.5764909962,30.951757236078954
54200444,3.1243450226,31.54051239920248
54201815,7.0509032417,11.812810901582681
54203028,5.8019044033,31.164396740561408
54208049,8.6284650988,0.941923615530835
54209220,10.7611521906,10.117677613659685
54209307,10.6955171427,0.622457409025196
54210567,16.69423405,5.47886839661687
54211170,13.109682799,0.557088315921498
54212701,4.4604633113,5.97251010166204
54213620,8.1114165043,8.808966664269498
54216178,8.5023643447,35.6852148114223
54216188,5.6363056396,16.817298214198374
54219299,7.0064904675,18.845268108016974
54231712,5.4626279823,2.2486896878925138
54231711,7.3778732571,1.736285507750666
2086450,14.9440853364,68.03552351900676
2417655,9.2894321806,45.893116291739176
2513171,25.6471760182,68.04169072111708
3673168,18.2335736472,43.82165096681593
3729845,16.5996161792,31.385910256054174
3760883,12.658932927,57.60911059341312
3879167,15.5421581678,23.60691762635862
54144105,10.2564535373,49.59961901672091
54200298,7.2206809068,2.631618856321672
54202331,6.5969410003,5.6043910774835215
54203702,4.1461356755,4.165046256480689
54204652,3.1483680193,1.951953471513397
54204655,5.4727508342,8.477017772134467
54205435,19.795259173,3.817704596230517
54206541,10.5057039064,10.35392595087555
54206545,12.3560196008,1.676513289837704
54207054,9.3305219545,14.818383622605417
54209306,6.0489047859,0.478848255916823
54209305,8.5398824429,0.14655430133485
54210569,10.6669323708,5.671199017860667
54215213,6.5786037752,18.67963831300226
54215654,7.8127824868,39.087672760965425
2260141,18.5159379412,46.829930317221226
3471660,26.2989777538,72.0930585584905
3731587,8.79923012,73.29427203892799
3739011,7.6819347849,56.26077149737525
3782066,8.7672382631,5.756903278548779
3789101,11.6613590205,48.772380284847124
3791345,7.5761236138,18.317587726420292
3843783,3.9191468969,69.6136607408997
3989235,7.5089371439,47.80181207308295
3991654,11.1540097041,73.08567232020637
54139093,6.8438641055,20.849507172039186
54143220,5.6602353213,60.37722594219444
54145782,14.3201482422,65.90388363269919
54191780,12.1964030326,54.56627660340269
54192201,5.1233921342,28.160740248575078
54200472,11.6408802105,21.082837019369006
54200473,6.9359753518,11.530669109325663
54201455,15.8032198956,4.972471049668707
54207051,8.7666188704,5.75695164354015
54208038,9.8351564843,2.242319017719203
54208046,11.5940265032,0.7341785793601091
54209217,9.9762947272,2.686901058724241
54209312,8.8302696967,0.7833092724689169
54210292,7.306807625,2.107721475741973
54214717,13.536340797,63.02377631151868
54216181,19.4760116759,9.28659325910054
3014117,11.3184864426,39.251358771016086
3725757,5.286242666,41.169949508993774
3788124,9.9959923,29.44392742273713
3989654,7.1243759564,45.02180156934687
54200449,5.9013206445,35.593789269954755
54209219,18.0053872483,2.8678840681772697
54209302,2.7474350724,44.277753898824564
54209311,14.2316886924,20.351081132634185
54209484,12.3396289821,0.38429587960969097
54210568,16.1607629208,20.73721420872556
54210931,10.1318492622,0.036125656596737
54211504,9.4560034305,0.800208371456662
54212930,20.5060173151,14.926514593658199
54213613,7.8444338486,2.611630636117362
54213622,5.3888590859,11.541420094891295
54214057,8.7617608685,24.269484558057588
54216382,5.6874461847,8.84583250120742
54225014,6.0447650853,20.687460201131607
3092154,15.3178260103,3.364864363847017
3076774,11.2260980624,43.75275836516055
3440319,17.8116899079,53.240126387035765
3472193,35.087094883,71.16021575806546
3733262,4.5671552657,52.40931252038536
3760882,26.856583989,57.44157362003314
3789459,17.9012245433,46.1114749527113
3884023,13.2095487971,36.63463935391365
54087653,11.2201777667,43.72724417915589
54106530,5.9042658238,31.4031266371644
54154694,6.3897827815,33.98652027140502
54179304,9.9697211519,11.329353236095418
54192173,9.4384924085,29.16161903829208
54208048,8.7546710038,20.187685671566644
54212258,11.0616967697,2.976097108621535
54213611,13.7348685556,13.383229352096809
54213623,7.9419112197,28.269615334393023
54214046,15.4397693311,11.6307679912207
54215637,5.064948099,27.837219999631582
54051068,11.4200317199,36.25455282925045
54137454,6.4002731995,9.391396919208145
54138709,17.1277823172,29.222150450435503
54144934,15.1815813095,60.19708587185951
54195868,5.1218789952,5.920008774064902
54200446,5.8645243884,6.094752744510433
54201814,7.2828146128,11.409575587555887
54202990,15.0790467925,23.229252717216042
54203019,5.7919256318,17.61588331412745
54203705,12.6312140086,5.046707302200276
54203712,6.0014403193,3.1909329043128167
54209215,7.3265316905,29.323863957101242
54210565,15.8911617534,18.614658847550977
54211781,13.9807381029,3.078641466897464
54212444,8.6620681112,3.283013744290105
54212948,12.0370439943,22.55550884993619
54212949,13.5656484132,3.732065081500541
54216379,7.6078832685,17.081724058218086
54216384,10.0518976177,3.507554297883388
3553061,6.5786672703,25.183479103967283
3653322,10.587146209,20.202597632127603
3693058,12.825165631,45.828860341426356
3759721,11.7512969983,43.69598930952805
3761747,21.2833464044,37.25903957551675
3789621,36.5940072966,46.229190569536264
3831876,15.7041570965,29.685219197823663
3836095,15.2959275468,40.74668755802965
3840765,5.8577434755,22.989094564868793
3869345,29.0216238924,70.65622192529565
54055066,18.920629594,63.36046661838464
54102026,10.0780370748,49.81720914855548
54104267,11.2174138166,69.23620108003476
54144921,12.9981170244,58.020611922786976
54197673,5.6811520072,20.997146446886
54200300,21.6044752636,24.708449318722423
54201462,6.9089152774,15.917559013878634
54210930,5.7589716325,16.775791537177522
54213618,14.7197222497,22.387313586089057
54213608,9.3204590222,6.615951559032776
54217193,11.5136769374,29.499116829580938
54220002,11.3242634918,21.76299592755041
54222427,36.538292054,46.11980207878826
54226401,10.2981052673,22.899997065454194
2442742,12.4705993866,55.558925206462504
3150196,13.5790123883,59.57310196616883
3152314,17.2056386767,19.15112660803146
3328632,16.9046750317,58.239389382996166
3757572,13.4985935581,46.167458215612044
3836414,20.4278013601,63.41400011144564
3840745,15.7460701209,55.373203011286805
3883104,8.5989995162,15.257189495372522
54017045,13.5019032722,44.98171512962443
54167166,13.4801887979,46.10559165743866
54202333,12.4276567445,3.614040350596799
54203009,11.6065142054,21.04424838344059
54206537,21.3713503199,20.724182080039228
54209314,14.9623789203,26.00443333404087
54212437,11.2357933392,1.844170300548577
54212442,5.9654309836,1.454065535646786
54212938,2.8614745476,4.136723774381022
54212945,12.369549164,5.354754224575632
54213276,8.9293899066,0.517371622294559
54215193,7.0167366713,4.095556654605498
54215641,10.189480101,10.457652745675745
54216184,2.4925539006,36.16589999454463
54216318,15.9239953299,8.837845710284714
54217980,7.970077231,0.552130074037792
2052750,6.821642873,67.22492554555902
2453707,17.1553452014,30.77834474651557
2469219,4.5080701372,21.19409153410824
3020897,12.8142208318,9.700989008063154
3067588,15.9080538339,43.93554498637346
3277640,22.0716200697,39.30971048235446
3373975,12.5096416115,68.42639474859548
3611400,13.7809273178,20.311335162704086
3838102,3.8087278192,50.690088395391825
54201816,3.98457599,14.577077785319103
54201823,7.9969543788,11.829869741176012
54206536,1.2624783082,65.18885669233478
54207050,6.5291212822,22.39335167027778
54207057,10.7013171077,20.52282767039767
54208622,9.5898505641,2.10577327764075
54209221,8.6084596181,0.63355834888812
54209482,7.4385373316,8.160221468734292
54212698,6.4244045903,0.9485438448708801
54212937,21.5989221994,19.381512189762237
54213625,17.4429482772,31.908708406444898
3735678,9.1962376119,11.462915171857786
3760083,15.689706116,47.93758297099373
3826811,9.7039299565,26.88625144256417
3829424,5.6523833402,29.127008658520573
54016676,29.6914216707,56.30047578933877
54135437,12.6061609572,53.84324112058527
54158257,19.2803334009,37.492055431877226
54192188,6.8125182326,18.527896929921965
54205447,10.3647913351,10.211982599969199
54207048,11.8586670793,31.73233289170958
54209223,11.6757505479,10.687406904716823
54209303,11.3993595138,0.249835862954352
54209308,15.7567033764,2.436726371554126
54209313,2.0909581256,30.317641231210835
54209490,7.7506071689,3.138135387892865
54209493,14.1238245124,8.816873779366643
54212925,11.9685227182,0.794635506724061
54212940,6.260145938,6.813059318978857
54213631,35.3408936095,17.49029920837538
54214063,13.2992388073,13.255991187575509
2416195,16.740267752,32.92373819723753
3170208,9.013241538,47.59031581048282
3256321,22.8394348922,57.485446651121435
3430408,23.5963046205,72.39404538890864
3467395,12.8694633993,52.311596912076865
3582523,16.9762133985,14.677897758867116
3638502,14.9500351759,9.293418153286531
3702321,4.4182762464,10.576472155424712
3739077,11.9149535208,56.508458267248756
3781916,21.9397649055,68.51039559817706
3781991,6.9999927499,10.666002411557649
3788903,20.1762272452,35.08936182775875
3799787,19.8741469675,61.07695644051221
3827312,3.9910145868,56.11632223254853
3879235,10.5839281336,11.534760730748458
54065916,5.8575653101,2.7879508594799347
54137799,5.5566416201,47.35192647343088
54203021,5.1115596872,34.98811114698322
54203015,10.7299535929,3.4545630821413598
54203034,8.9290277167,11.83428811426646
54209310,10.5555693325,0.5124956592393529
54209496,22.5027245299,4.7369063298393845
54212697,12.2439288597,3.769684173633488
54212924,5.2295307403,6.228984011062756
54213277,14.9102602052,2.9300590821988113
54213632,12.750952322,9.860597174654844
54213637,6.3233595852,28.67191265481513
54214065,24.2061388219,5.9610397448189385
54215642,4.5146630016,16.0173144789033
54215217,12.9895514036,52.67503539289776
3263535,7.8085413225,13.13147120139232
3549696,6.2788874978,9.369608213839449
3648846,1.843607566,39.81898917403755
3769393,8.6700082914,24.240399575614532
3774053,7.8237709579,40.890741450645756
3836927,9.8024476526,25.72077052040041
54197590,3.955918778,29.210676892197984
54199065,2.1000231019,56.96403664928601
54212438,11.2153575016,0.149957473359906
54212692,4.6853250112,2.109906756547572
54212929,19.0357079367,19.82031335019644
54212935,10.3576903352,1.067181508167586
54215651,6.1695070386,6.072060976639697
2267337,11.9717708732,46.405596647116425
2462959,22.3155257999,63.13404021908236
3363879,20.3139710312,72.43922487315544
3582232,10.8685341864,59.11666573010584
3600238,8.1086296294,69.69314808810529
3774723,17.6254708833,39.30229261213137
3836169,17.3890397685,30.43072233594277
54191332,13.4729572359,27.07781676598441
54196413,12.6118159564,30.342990949317226
54209495,25.8682677222,15.324043048140231
54212589,7.3462196992,4.417044676324187
54212694,15.5576068961,13.848370703174883
54212926,21.8304464234,3.185595566466744
54212943,13.9796738019,2.8461387162713008
54212942,25.9050051886,17.173187896740345
54212947,9.4183918774,33.706957800743176
54213282,8.2985725196,0.9425701775249751
54213610,5.8810294528,16.686726545380072
54214064,17.3030247246,0.34653443014365204
54214728,15.6494666836,14.644732913393845
54215194,6.5701894982,4.250444021052745
54215192,16.9758859144,0.8774755665931531
54215208,6.3928269515,14.188460232682129
54216183,4.1793726228,29.206285461683922
54216381,13.0628702258,3.62933797446662
54217949,4.3028968028,5.931708344764418
54217961,7.6902674952,6.011229411329903
54219293,4.0073946303,33.010366494049066
54220007,13.1682577947,18.951966066113243
54221660,9.5575142298,28.712509013837245
2418198,25.8457581358,74.36311734468613
3599863,26.3918956741,54.510710239846055
3672464,12.8176833811,48.86660905104188
3736807,6.4388282335,31.658987404735136
3764887,16.1567069067,54.44502627314559
3774436,5.8428914343,50.36385698425031
3781986,10.4405459613,37.65100545759964
54137136,11.7263255529,61.135455326235096
54184277,7.5282894331,36.24314982136842
54210564,9.779992948,9.842859310329583
54210293,26.8653755379,69.11402426024917
54212441,10.488637022,15.291707303982074
54212690,13.8156136434,0.382407819852208
54212927,16.4140246562,10.15440436945787
54213604,8.2473500048,1.202456878093786
54214060,10.8401435801,3.2722426826903184
54214721,6.7815139885,4.237422603573909
54215210,7.0643963027,16.961220789804184
54216272,14.4570185842,8.079593497609103
54216340,24.1993515451,4.230060159361646
54216370,10.6832506603,2.115494207072498
54219298,12.8537170309,16.01177177310129
54219304,15.5229043685,70.66223866186833
2297300,9.4240172986,36.4242819050989
3150194,15.6617091283,54.767296497247145
3478009,11.4484951768,74.09614326550863
3674962,5.8568171633,47.674148631736806
3733147,9.8742141167,70.44073938809278
3762440,7.5009586098,37.910441165469756
54158069,12.4738360308,50.49955513271692
54200447,11.8997854126,19.709266013547367
54200452,24.2112482642,51.16297963420567
54203030,5.8639825006,21.881296292529626
54212590,9.0196630319,1.644818422954627
54212591,7.5118060855,5.288899461986977
54212688,13.2681875114,10.164500954100976
54212691,3.4617429542,0.810127188950846
54213280,6.8681998499,2.240499503705754
54213636,11.7886779363,30.990138514399767
54216317,12.9044451105,24.979302201392862
54217979,23.6330840177,36.26031176381375
54219280,22.6047221377,33.360378506198316
54224992,12.7761539157,11.246712635066396
2485823,18.1833573728,62.14886308716247
3163746,41.6232622894,50.647898923772715
3297391,22.3834859224,42.93808096251643
3445629,21.8402931177,27.596533871521746
3610765,21.0522122417,53.151069832558186
3693520,17.7192652776,54.4966032205442
3761649,5.1455584797,20.988671637791775
3773747,31.0932975433,43.458835920158485
3819574,9.9503309635,12.98160249940847
3843858,31.0813468335,7.990972302852796
54160164,5.8694593269,40.25197444799933
54188103,0.7320462715,47.63638882784734
54191849,15.0755161813,37.79161277984859
54212934,19.2435248762,6.411098743362121
54212946,3.5706585456,2.091907380185764
54213275,18.6805392383,14.157399660767853
54213621,14.0932932645,11.475675406415387
54214049,12.1424294257,0.306351664352728
54214051,12.931534964,0.11572203072998001
54216337,15.7469783241,0.24154040674647298
2086878,16.8288288892,57.71189646249038
2162567,13.5123764082,52.12963876386804
3120896,10.7380248039,54.917579764848334
3550089,12.1697312052,39.18995267508655
3557530,18.3647877605,66.28316155095547
3781988,15.6536101558,7.150271782250263
3802441,14.0509138397,37.104795001197324
54017167,35.5208190059,48.10332589191774
54135424,4.9520608123,39.399148975153935
54137451,5.3455390116,34.79037236826169
54152388,10.017190844,41.496985382681196
54203023,2.114729696,8.098367880696234
54209486,26.364469912,39.15305614066571
54209488,12.6324795217,2.7932440061152097
54212443,15.8350068603,0.009426685381245001
54212682,18.6167998947,0.15243334802798
54212689,10.7899396831,1.04641032263127
54212696,7.5328480817,1.3450730155008859
54212700,4.6376654705,1.421952811993225
54212699,13.1316381915,0.462661586865379
54212936,6.1846175431,10.458802270668611
2524522,21.1022342801,56.145682864026845
3536625,10.1559027824,16.221447878417127
3752409,4.3684144175,18.12375752116783
3785790,13.4957851454,11.264033465409458
3843371,10.7706364859,53.608977752627084
3879728,11.1055249805,3.047015774069475
54051185,17.8796341989,56.21770212100438
54073338,18.4465441852,41.72227803956591
54075297,21.4672038254,74.61273057609037
54102019,7.759368957,39.038826378608555
54137512,13.4286554305,36.63103717184214
54146678,13.6702848343,57.23735089563113
54194346,19.3910774015,53.07876931662527
54211169,13.5423809052,11.043397416223176
54212932,17.7782874938,1.121755364655705
54212931,7.0314407651,3.6947728756733307
54217194,11.7372378524,4.683915173936504
2010165,20.6356790844,61.98807561064199
2087024,8.2639745644,22.90674250821143
3471585,18.2306665877,53.1189105241279
3609841,10.5574581489,23.53928381598035
3623999,17.0134076633,54.964554932167886
3744560,13.9096111333,58.200429220757606
3827321,15.3320324867,46.590769728350494
3872623,21.7271569978,68.43392143630923
54079787,19.3244843124,33.43916604952783
54158067,24.5097884635,65.50867618917022
54200439,7.7922374985,39.10403423512796
54200466,8.716857874,8.855423280492268
54203703,9.2791897098,27.95250348420566
54209494,20.2868444019,9.956596491480191
54212439,16.1214327252,0.900705692318659
54212440,18.8380732878,1.104279132045287
54212584,8.2554672862,4.742398172365593
54212587,6.1619734311,0.071859905326406
54212695,14.0828207434,0.942846320233208
54213624,16.3459104967,1.040335138170783
54213627,8.2046493919,6.16507273424242
54214061,19.4243665267,4.705098905518919
54214722,27.7716742743,0.128193182363595
54215209,13.5030653938,7.4828581857083
54218578,9.9527764468,9.481095248548025
54225733,10.3117642716,32.17943085473249
